Clean_Content,Human_Label
oya make una tunein now now on top exclusive w  as e dey host  a repeat show down. listen via,positive
"no laffing men dem carry game face wear... genoa, we don show! who dey house?",negative
"tell us wetin you learn or like about 2019 now wey don finish. mercy don break record as di first woman to win di !!! 30,000, 000 naira cash, 25,000, 000 suv, trip to dubai plus oda gifts.",positive
check di place for abuja where scientists and goment don confam as di exact center of di kontri.,neutral
nasoooooooooooooooooooooo! naija don wake up like giant wey dem be!!! 🇳🇬,positive
"haqhaqhaqhaq bbc, next time afta una don joke una suppose let evribodi know say na joke una dey. which pidgin wan sweet pass again?",negative
solskjær wan sign players in january— e wan sign attackers. talk say e sure dem say dem go sign erling braut håland. [telegraph],positive
so you know and facebook  'sabi wen dia users do kerewa',neutral
basorge tariah jnr show too.,positive
"if paul pogba dey real madrid or man city, if e like make e injure for one year. dem no go miss am. na how football structure suppose be. no be say you go buy only one world class player &amp; you go dey depend solely on am.",positive
"official: axel tuanzebe, ashley young, scott mctominay and paul pogba bin dey absent from training today. eric bailly don return",positive
: plateau state don quarantine four chinese pesins wey just return from china,positive
and kolarov close shop!!! 3-kondo!!!,positive
from now on i wan make una call me first lady ' - aisha buhari,neutral
police oga wey kidnappers gbab regain im freedom afta im spend one night with di jaguda pipo.,negative
rashford na beast this season!,positive
who you think say be the worst player this season? (talk true),positive
vincenzo montella score 4️⃣ goals for wey happen for 2001-02.,positive
crocodile bite man wey put hand for wrong side of glass for crayfish party for sweden,negative
bruno fernandes bin say goodbye to sporting lisbon fans yesterday after e finish hin match. e be like say e dey happen o.,positive
"i no dey fear man city, i dey fear phil jones.",positive
"49' goal wey we bin don dey wait for since. smalling position hinsef wella inside box to take meet corner, nod am inside net. 1⃣-0⃣",positive
we don dey ready to be una andfor dis year,neutral
"kogi, bayelsa final :  tell nigeria main opposition pdp to accept defeat wit grace",neutral
willian don score him first goal of the season.,positive
kogi west senatorial rerun: five tins wey happun during di supplementary election - situation room,neutral
convener of di waka for - bunmi oloyede,neutral
"if you think say you just dey hustle for notin, think again o!  na your motivation dis early mormor... everyd…",positive
okay,positive
this pereira no sabi football.,positive
"no be big six, so we fit drop points again",positive
"nigeria elections 2019: i go work harder dis time, i no go disappoint una - buhari",positive
"dey talk with sporting lisbon for bruno fernandes. dem wan collect €70m but united no wan pay. [o jogo,",positive
icymi: kasala burst as  declare say na  win presidential election for state. apc agents emma chindah and sampson ngerebara protest di results see di full tori here:,negative
official: bruno fernandes dey start for sporting vs benfica.,positive
voting still dey on for different polling units across nigeria. for some areas pipo still dey wait. wetin dey happen for your side?,negative
ole don confirm say jesse lingard dey absent from training this morning as e bin injure (knock) for that saturday game v man city.,positive
harry maguire go dey out for one month after e tear hin hip muscle. [mirror],positive
sex abuse: rivers court sentence man wey rape eight years old to six years for prison,positive
15' next time willian direct your head go post. him nod ball wey hudson-odoi cross inside 18-box.,positive
goment rescue di python as pipo enta forest to worship am,positive
"odunayo ewemiyi, be di founder of piggyvest wey don change as nigerian millennials dey do savings; she follow tok wetin ginger her and how tins be as per she be woman in tech.",neutral
we see wetin him do dia. e go disturb him bros dem.,positive
them: “you too dey talk about bruno fernandes.” me: ‘no be my fault. pogba &amp; mctominay dey injured. i no wan suffer again.’ them: “matic &amp; mata dey.” me: “you fit buy them for pes or fifa?...” dem: ‘silence’,positive
inec suspend election for ologi community for bayelsa see di tori hia,neutral
"on which wing kante gats play, frank yarn say: 'na the yarn wey dem don ova talk plenti times last year. we wan make players dey free for midfield &amp; we no dey pin anybodi down say na must you go play for hia or dia. him bin get too much in his game to siddon deep all game.'",positive
southampton vs,positive
"we dey hear say manu dey chop 2 nuts, dounuts. abeg tell dem make dey find food chop ooo, today na sunday.",positive
yeah. osimhen and bamba ruff handle our back.,neutral
di cup wey go help kenya women to stand piss and prevent infection,neutral
ya make you listen to the only wey dey play you % naija music. celebrities interview for listen via  . no forget promote your song. advertise call 08111356509,positive
oga kpatakpata show ooo! tuale baba!,positive
"all these boys wey dey wear wig, we gats chase dem away from united.",positive
i no fit love any nigerian woman again after wetin i taste- isa,negative
kidnappers don free samson siasia mama,positive
ethiopian airlines: pius adesanmi follow die for ethiopian airlines crash - one of im employers tok,negative
gorilla chop n7 million for kano zoo for nigeria?,negative
bad roads make nigerians provoke for fashola,negative
marcus rashford don score 6 goals for hin last 7 starts. na goal machine.,positive
we see am too 🤣🤣🤣,neutral
busola dakolo lawyer say di 10 million naira she demand no be compensation but for legal fees,neutral
"someone introduced this to me. lambda is a us based coding/it school, you take classes online at no cost, graduate. l…",neutral
see wetin pepe do luke shaw? baba postrate. e siddon for floor like beggar.,positive
prrrreeeeeee! referee don fire whistle for half time. goal neva wan gree show face. second half go beta pass dis one...,neutral
jack grealish: “that [goal vs ] na my best goal ever — no be today wey i don dey dream to play at old trafford. i don play there before but na reserve cup final but no be the same eerience. na my best stadium for premier league.” [sky],positive
president muhammadu buhari don order new fuel price but how low you want make di price go?,neutral
ha! it haf do abeg!,positive
egungun be careful..na eress you dey go... liverpool v atl. madrid psg v b.dortmund which team go qualify for today games for champions league?,neutral
"see 4 tins wey go decide who become di next senate president, speaker inside nigeria national assembly",neutral
tuale for una dis morning! our proverb for today dey come from rebecca esin. oya drop your own.,neutral
"don't miss this one today...... catch us live. reposted from kingsmen_acap ( - it's today guys, 12:30 pm, t…",neutral
mason greenwood don collect award,positive
david de gea na the best goalkeeper for this league,positive
"32' omo e be like say dey swear for alonso why you dey shook am elbow? ref mercy for am, him give am mtn instead of airtel.",neutral
